stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,4.09,0,4.09,0,0,0,0,0,0,0,0,0,0,0,8.17,4.09,0,0,0,0,0,16.35,53.12,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,2.14,4.28,1.07,0,1.07,0,0,0,0,0,0,1.07,133.72,1.07,0,4.28,0,3.21,0,0,21.4,17.12,3.21,0,0,2.14,0,0,2.14,0,3.21,0,0,0
21Day,10.71,0,5.35,29.45,5.35,0,5.35,10.71,0,0,14.72,0,4.02,61.57,2.68,16.06,4.02,18.74,0,0,1.34,1.34,9.37,8.03,6.69,0,0,5.35,10.71,0,0,1.34,0,0,0,0
3Month,1.6,4.16,42.55,169.89,0,6.4,0,369.86,8.32,0,360.9,11.84,0.32,1051.99,4.8,10.24,17.6,13.12,4.48,1.28,8,2.56,1.28,0.32,31.99,0.96,0,0.32,10.24,16.64,0,0,0.32,6.08,5.76,8.32
22Month,0.55,8.2,79.26,178.76,0,5.47,1.09,261.3,14.76,8.75,1827.47,6.56,4.92,1496.19,2.19,2.73,14.21,14.76,0.55,28.97,30.07,0,1.64,0,46.47,1.64,4.92,0,2.73,10.93,2.19,3.28,0,1.09,0,8.75
