stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,1.34,0,0,0,0,0,0,0,1.34,0,0,155.27,0,0,0,36.14,0,0,0,0,0,0,2.68,1.34,0,0,0,0,1.34,0,0,0,0,0,0,1.34
3Month,0.64,6.4,1.92,28.8,0.64,0.64,0.96,6.08,331.47,0,47.67,1946.57,0.64,16,4.48,671.57,11.52,15.36,5.76,0.32,4.16,1.28,1.28,0,0.96,1.28,0,0.32,2.24,4.8,1.28,0.32,0.32,2.24,2.56,8.96
22Month,17.49,135.02,24.05,167.82,1.09,181.49,4.37,26.24,15997.3,34.44,1916.57,42926.06,30.61,95.12,17.49,265.13,1160.55,221.94,2.19,55.21,101.68,3.83,11.48,1.09,12.57,31.16,41.55,18.59,12.03,3.83,19.13,19.13,2.19,4.92,0,60.68
