stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,4.09,12.26,0,0,0,0,0,44.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,13.91,6.42,0,1.07,2.14,0,0,1.07,0,0,0,0,0,0,5.35,8.56,2.14,26.74,0,2.14,5.35,0,33.16,52.42,0,1.07,0,18.19,2.14,0,0,8.56,0,0,1.07,0,0,0
21Day,20.08,4.02,1.34,24.09,0,13.39,0,12.05,1.34,0,4.02,4.02,9.37,5.35,1.34,5.35,5.35,65.59,0,0,14.72,0,10.71,32.12,0,5.35,0,12.05,0,0,0,18.74,1.34,2.68,1.34,0,0,2.68
3Month,0.64,3.2,0.64,20.8,0,0,0.32,0.64,4.48,19.52,59.19,7.68,2.24,12.16,4.16,7.36,12.16,25.6,8,0,8.64,2.56,1.6,0.64,0.96,4.8,0,1.6,1.28,0.32,64.63,0.96,0,0,0.32,5.44,3.84,12.48
22Month,2.19,9.29,0.55,13.12,0.55,0,0.55,0.55,1.64,14.76,94.02,5.47,7.65,10.93,1.64,0,25.69,31.71,1.64,4.37,2.19,0,1.64,0,3.28,12.57,0.55,2.19,1.09,0,26.79,4.37,3.28,0,0,3.83,0,3.28
