stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,36.78,0,28.6,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,4.09,57.21,0,0,0,0,61.3,196.15,0,0,0,16.35,0,0,0,0,0,0,0,0,0
72hpf,10.7,31.02,0,17.12,21.4,12.84,0,0,0,0,0,0,0,0,0,14.98,65.26,0,64.19,0,19.26,1.07,1.07,206.47,47.07,2.14,5.35,0,465.36,1.07,0,9.63,1.07,0,10.7,0,0,0
21Day,12.05,12.05,0,20.08,2.68,20.08,0,2.68,0,1.34,0,5.35,0,2.68,6.69,20.08,22.76,5.35,91.02,0,4.02,10.71,0,190.07,4.02,2.68,8.03,0,224.87,13.39,1.34,2.68,1.34,2.68,10.71,0,0,1.34
3Month,0.32,16.64,0.64,15.68,1.6,0,0,0.64,2.88,0.32,0,43.19,3.2,0.32,33.59,22.4,4.8,1.28,16.96,3.52,0,3.52,3.52,0.64,0.32,0.32,0.32,0,54.39,0.96,8.32,0.32,0,0,1.28,6.72,1.6,6.72
22Month,0,39.91,2.73,21.87,1.09,0,0.55,0,0,1.09,20.23,80.36,1.09,0.55,40.45,12.57,4.37,4.37,16.4,0,7.11,5.47,0,3.83,0,3.83,2.73,0.55,44.28,0,4.37,5.47,0,0,1.64,1.09,0.55,3.83
