stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,4.09,0,4.09,16.35,0,0,0,0,8.17,204.32,0,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,2.14,2.14,0,0,0,0,0,0,0,0,0,0,3.21,2.14,0,11.77,0,0,0,0,99.49,31.02,0,1.07,0,6.42,0,0,4.28,1.07,0,2.14,0,0,0
21Day,6.69,28.11,0,10.71,2.68,2.68,0,0,0,0,0,1.34,0,1.34,0,1.34,1.34,0,36.14,0,0,6.69,0,58.9,13.39,0,0,0,21.42,1.34,0,1.34,0,1.34,0,0,0,0
3Month,0,102.06,0.64,10.24,0.64,0,0,0.32,0.64,2.24,0,6.72,4.48,0,2.88,22.4,4.48,2.88,13.12,1.6,0,3.2,1.28,3.52,0.32,1.6,0.64,0,0,0.64,19.84,0.96,0,0,0.32,1.28,1.28,0.32
22Month,1.09,417.1,1.64,7.11,0.55,0,0.55,0,1.09,1.09,2.19,53.03,2.73,0,6.01,4.37,2.19,2.73,14.76,0,2.19,1.09,0.55,1.64,0,2.73,0.55,1.64,0,0.55,4.92,4.37,0,0,0,1.09,0,2.19
