stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,40.86,4.09,0,0,0,0,0,0,4.09,0,0,0,0,16.35,16.35,0,12.26,0,0,0,0,0,28.6,0,0,0,0,0,0,0,0,16.35,0,0,0
72hpf,2.14,2.14,0,49.21,27.81,3.21,0,0,0,0,0,0,0,0,0,0,41.72,82.37,0,3.21,0,7.49,0,4.28,20.33,19.26,2.14,0,0,4.28,2.14,1.07,1.07,0,18.19,0,0,0
21Day,0,0,1.34,128.5,10.71,4.02,0,2.68,2.68,0,0,0,2.68,0,1.34,13.39,4.02,45.51,5.35,8.03,0,0,0,0,9.37,8.03,1.34,0,0,2.68,4.02,1.34,0,0,5.35,0,0,0
3Month,0,0.64,7.36,246.68,4.8,0,0.96,0,56.95,5.12,0.64,0,293.07,6.08,0,154.54,44.79,59.83,21.12,9.6,1.28,0.64,31.67,55.03,7.36,0,6.4,0.96,0,0.32,11.2,43.19,0.64,0,2.88,3.84,111.02,7.04
22Month,0,0.55,6.56,87.46,0.55,0,1.64,0,27.88,3.83,0.55,0,327.45,2.19,0.55,47.56,9.29,7.65,10.93,3.83,0,2.19,16.95,2.19,0.55,0,3.28,0.55,0.55,0.55,0,1.09,0.55,0.55,0.55,0,0,2.19
