stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,3.21,1.07,0,0,0,0,0,0,0,0,0,0,27.81,0,0,1.07,0,0,0,0,0
21Day,1.34,0,29.45,6.69,6.69,2.68,0,0,1.34,0,0,1.34,0,0,89.68,1.34,0,2.68,8.03,0,0,0,0,5.35,2.68,2.68,1.34,32.12,0,1.34,0,1.34,1.34,0,0,2.68
3Month,0.64,2.56,76.15,27.84,3.52,0,3.2,0.32,15.04,11.84,3.2,56.63,10.24,0.96,1167.18,3.84,8.32,7.04,37.43,27.2,0.64,2.88,39.67,0.64,0,12.48,1.92,20.16,10.88,9.92,2.88,0,1.92,3.2,4.48,6.72
22Month,0.55,2.19,1.09,7.65,1.09,0,0.55,0,5.47,2.73,1.09,138.3,1.64,1.64,420.38,1.09,0.55,3.28,13.67,0.55,4.37,0,1.09,0.55,0,3.28,0.55,7.65,1.09,2.73,1.64,0,0,0,0,1.64
