stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,81.73,4.09,0,314.65,12.26,0,0,0,0,0,0,0,0,0,0,0,8.17,0,44.95,179.8,0,0,4.09,40.86,588.44,0,0,44.95,0,0,0,0,0,4.09,0,0,0
72hpf,13.91,5.35,0,54.56,8.56,5.35,0,0,0,0,0,0,1.07,0,0,0,8.56,159.4,8.56,175.45,0,4.28,0,98.42,110.19,0,2.14,431.13,0,0,32.09,1.07,0,27.81,0,0,0
21Day,30.79,5.35,0,107.08,8.03,6.69,0,1.34,0,1.34,1.34,0,0,0,1.34,0,6.69,97.71,25.43,252.98,0,33.46,0,60.23,33.46,2.68,4.02,208.81,9.37,0,6.69,2.68,4.02,9.37,0,0,1.34
3Month,0.64,8.32,0,43.19,0.96,0,0.32,0,0.64,6.08,8,0,16,8.32,0.32,8,4.48,40.31,51.51,65.91,6.72,3.52,12.48,2.88,0.96,3.2,1.92,6.72,0,49.27,2.56,0,0,1.92,10.88,12.48,1.92
22Month,1.09,7.65,2.73,30.07,0,0,0,0,0,1.64,8.2,44.83,40.45,7.11,1.09,12.03,0.55,10.39,38.27,48.65,1.09,1.64,0,3.83,2.73,2.73,2.19,1.64,2.19,4.92,11.48,0.55,0,0.55,2.19,0,1.09
