stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,40.86,20.43,0,69.47,0,0,0,0,0,0,0,8.17,0,0,0,0,4.09,16.35,28.6,155.28,0,0,0,36.78,1736.72,0,0,24.52,0,0,0,0,0,8.17,0,0,0
72hpf,20.33,1.07,0,12.84,4.28,12.84,0,0,0,0,0,0,0,0,2.14,0,9.63,24.61,2.14,63.12,0,0,1.07,772.39,224.66,1.07,2.14,46,0,0,36.37,6.42,1.07,7.49,0,0,0
21Day,17.4,1.34,0,25.43,4.02,13.39,0,4.02,0,0,0,0,1.34,0,2.68,1.34,1.34,25.43,5.35,58.9,0,4.02,0,160.62,68.27,0,2.68,13.39,8.03,0,9.37,1.34,4.02,2.68,0,0,2.68
3Month,0,4.48,0.64,35.83,0.64,0,1.92,0.96,2.88,3.84,0.32,0,17.92,2.88,0.96,8.64,3.84,7.04,3.52,23.36,3.52,2.88,2.24,8.32,1.92,4.48,1.6,0.64,0.96,19.52,0,0.64,0,0.32,5.44,5.12,3.52
22Month,0,2.73,0,12.57,0,0,1.64,2.19,0,3.28,1.64,0,58.49,2.19,4.37,12.03,1.64,3.83,6.56,20.23,1.09,1.09,0,4.37,0,4.92,3.28,1.09,0.55,9.29,0.55,3.28,0,0.55,0,0,1.09
