stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,2.14,0,1.07,0,0,0,0,0,0,7.49,0,0,0,2.14,3.21,0,1.07,0,98.42,0,0,6.42,10.7,0,0,0,2.14,0,0,1.07,1.07,0,0,0,0
21Day,5.35,1.34,2.68,17.4,1.34,5.35,0,2.68,0,0,0,0,240.94,0,5.35,1.34,1.34,8.03,4.02,22.76,0,6.69,1.34,0,26.77,9.37,0,1.34,0,4.02,26.77,0,2.68,0,8.03,0,0,4.02
3Month,0.32,6.08,16.96,49.91,0.64,0,12.8,0.64,0.96,13.76,12.16,0.64,4422.66,17.92,1.92,50.23,10.56,17.6,11.2,23.04,6.72,5.12,13.44,7.68,2.24,0,1.92,4.16,0,0.64,64.31,16.32,1.28,0.32,0,9.28,11.84,12.8
22Month,0.55,3.83,5.47,7.11,0.55,0,8.2,0.55,0,1.64,7.11,2.73,3831.5,2.73,1.09,13.67,1.64,3.83,8.2,17.49,0.55,67.24,3.28,0,0,0,2.19,4.92,13.67,0.55,5.47,5.47,1.09,0,0,0,0,3.83
