stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,16.35,8.17,8.17,28.6,0,0,0,0,4.09,61.3,4.09,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,24.61,4.28,0,18.19,5.35,10.7,0,1.07,0,1.07,0,0,0,1.07,0,29.95,94.14,4.28,26.74,0,1.07,1.07,0,37.44,17.12,3.21,0,0,8.56,1.07,0,5.35,0,2.14,0,0,0
21Day,14.72,10.71,1.34,101.73,2.68,9.37,0,1.34,2.68,0,0,8.03,1.34,9.37,10.71,44.17,46.85,9.37,40.16,1.34,0,10.71,0,16.06,6.69,2.68,0,0,22.76,8.03,6.69,1.34,2.68,1.34,1.34,1.34,1.34
3Month,0.32,2.56,1.6,28.8,0,0,0.32,0.32,5.12,6.08,0,28.8,11.2,0.64,7.68,5.44,10.56,4.8,9.6,2.56,0,7.36,2.88,0.96,0,2.56,0.96,0,0.64,3.52,173.09,1.28,0,0,2.24,464.89,3.52
22Month,0,14.21,4.37,23.51,0,0,1.09,0,5.47,15.85,2.73,124.64,13.12,1.09,28.43,3.83,7.65,10.93,17.49,0.55,5.47,7.11,0.55,2.19,0.55,3.28,0.55,1.09,0,0.55,39.36,0,0,0.55,2.19,2.73,1.09
