stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,16.35,32.69,44.95,57.21,0,0,4.09,0,8.17,931.7,0,0,8.17,0,0,0,0,0,0,0,0
72hpf,1.07,5.35,0,1.07,1.07,0,0,0,0,0,0,0,0,1.07,0,1.07,5.35,0,17.12,0,2.14,0,0,7.49,42.79,0,0,6.42,0,0,3.21,0,1.07,0,0,0
21Day,4.02,0,0,8.03,20.08,0,4.02,0,0,0,0,0,1.34,2.68,0,0,5.35,1.34,9.37,0,0,0,0,5.35,16.06,0,0,2.68,0,0,1.34,1.34,0,0,0,2.68
3Month,0,1.6,0.32,16.96,0,0.64,0.96,0.32,0.96,12.16,0,31.99,11.52,2.88,6.4,1.92,4.16,7.36,2.24,0.32,0.32,0.64,0.64,0.64,1.28,0.32,0,0.64,1.6,68.15,0,0,0,2.88,197.09,15.04
22Month,0,0,1.09,1.09,0,0,0,0,1.09,9.29,0.55,10.93,2.73,3.83,2.73,0,1.09,7.11,0,0,0.55,0,0,0.55,1.09,0,1.09,0,0,8.75,0.55,0,0,0,0.55,0
