stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,0,8.17,0,4.09,0,0,0,0,0,0,449.5,12.26,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,1.07,0,0,5.35,0,0,0,0,1.07,0,0,2.14,18.19,1.07,0,0,0,0,2.14,1.07,0,0,0,0,0,0,0,0,0,0,0
21Day,6.69,0,0,2.68,0,4.02,0,0,28.11,0,0,0,22.76,38.82,1.34,0,2.68,73.62,1.34,0,0,1.34,0,8.03,1.34,0,1.34,0,5.35,1.34,0,2.68,1.34,0,0,28.11
3Month,0.96,1.28,0.96,18.24,0.32,0,1.92,2.88,257.56,0,0,16.32,310.67,4.16,8.96,0.96,4.8,175.97,8.32,2.24,0,0.64,1.92,0.96,0,2.24,0.32,0.32,5.44,13.76,0.64,0,0,2.24,5.44,82.55
22Month,0.55,4.37,0,4.37,0,0,1.09,0,365.71,2.19,0,16.4,196.25,12.03,3.83,0,1.09,150.88,2.73,0,2.73,1.09,0,0.55,0.55,1.09,0,0.55,0,2.73,1.64,0,0,0.55,0,21.87
