stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,8.17,0,0,0,0,8.17,4.09,20.43,0,0,0,0,20.43,81.73,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,1.07,0,6.42,5.35,5.35,0,0,0,0,0,0,0,0,0,0,3.21,21.4,1.07,8.56,0,0,3.21,385.12,56.7,0,0,0,3.21,1.07,0,3.21,1.07,1.07,0,0,0,0
21Day,0,1.34,0,30.79,1.34,4.02,0,2.68,0,0,0,0,2.68,12.05,4.02,4.02,5.35,21.42,9.37,16.06,0,0,4.02,155.27,14.72,6.69,1.34,0,4.02,16.06,4.02,4.02,5.35,6.69,2.68,0,0,2.68
3Month,0,4.48,0.64,19.52,0.32,0,0.32,0.64,4.8,2.88,0,0,48.95,90.87,1.28,2.88,0.96,6.72,8,5.12,2.24,0,4.16,3.52,0.32,3.84,1.28,0,0.32,3.52,38.07,0.32,0,0,0,4.16,28.8,1.92
22Month,0,6.56,0.55,12.03,0,0,0,1.09,2.73,1.64,0.55,0,167.28,37.72,1.09,2.73,0.55,1.09,6.01,7.65,0,4.92,3.28,2.73,1.09,6.01,2.73,1.64,0,0,6.56,0.55,1.64,0,0,0,0.55,2.19
