stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,47.07,0,0,0,0,0,0,0,0,0,0,0,29.95,4.28,0,1.07,0,0,0,0,2.14,1.07,0,0,0,2.14,0,0,0,2.14,0,0,0,0,0,0
21Day,36.14,1.34,4.02,5811.91,1.34,73.62,0,10.71,0,0,0,5.35,9.37,9.37,9.37,58.9,82.99,8.03,68.27,0,1.34,10.71,0,68.27,30.79,0,4.02,0,34.8,50.86,0,1.34,4.02,2.68,40.16,1.34,0,0,8.03
3Month,6.72,21.76,17.6,13099.68,0.96,0,39.67,0.96,39.67,78.07,0.64,286.99,109.74,8,175.97,123.5,1231.8,79.99,91.51,28.8,1.6,22.4,23.36,22.72,2.88,17.28,8.96,0,2.56,78.07,0.32,62.39,3.2,0.64,0,1.28,46.71,49.59,75.83
22Month,2.19,17.49,162.9,1949.37,0,0,9.29,0.55,85.82,22.96,2.73,1285.73,16.95,2.19,1812.16,56.31,358.06,16.4,36.08,1.64,9.84,10.39,0,8.2,0.55,8.2,5.47,2.73,1.09,5.47,0,13.67,4.37,2.73,0,0.55,1.09,0,5.47
