stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,8.17,0,20.43,0,0,0,0,0,0,0,0,0,0,4.09,40.86,0,4.09,12.26,0,0,0,273.79,102.16,281.96,0,0,4.09,0,0,0,0,0,4.09,0,0,0
72hpf,6.42,3.21,0,3.21,0,6.42,0,3.21,0,0,0,0,0,3.21,0,22.47,9.63,3.21,26.74,0,1.07,1.07,421.5,282.42,132.65,0,5.35,9.63,1.07,0,6.42,10.7,3.21,10.7,0,0,0
21Day,4.02,2.68,4.02,29.45,0,9.37,0,9.37,1.34,0,0,2.68,0,17.4,44.17,36.14,5.35,4.02,32.12,0,0,1.34,56.22,77.63,41.49,5.35,6.69,9.37,8.03,0,4.02,9.37,9.37,2.68,0,0,13.39
3Month,0.64,3.52,9.6,42.23,0.64,0,1.6,4.8,52.79,8.64,0,28.16,13.12,1.28,781.64,19.52,7.36,11.2,12.48,2.24,0.32,6.72,817.79,2.88,1.6,19.2,1.6,0.32,6.4,40.63,0.96,0.32,0,0.64,5.44,53.75,16.96
22Month,0,4.92,21.87,13.67,0,0,0.55,0.55,29.52,19.68,1.09,34.99,4.92,12.03,717.76,4.92,2.19,24.6,6.01,0,2.19,12.57,91.84,0.55,0,14.76,2.19,0,0.55,0.55,1.09,5.47,0,0,0.55,0,12.57
