stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,935.79,241.1,0,572.1,57.21,4.09,0,0,0,0,61.3,0,0,0,0,65.38,171.63,183.89,792.76,0,0,0,4.09,678.34,66596.14,32.69,0,0,65.38,4.09,0,4.09,0,0,65.38,0,0,0
72hpf,948.9,58.84,0,180.79,136.93,243.91,2.14,0,5.35,0,1.07,3.21,0,4.28,0,62.05,514.57,42.79,319.87,0,2.14,19.26,2.14,3652.27,33091.85,20.33,18.19,0,428.99,2.14,0,1577.94,17.12,12.84,35.3,0,0,0
21Day,329.28,6.69,8.03,113.78,21.42,101.73,6.69,0,1.34,0,0,8.03,1.34,54.88,13.39,4.02,81.65,21.42,132.51,0,2.68,17.4,4.02,637.14,6823.84,5.35,13.39,0,65.59,100.39,1.34,572.89,13.39,36.14,12.05,0,0,22.76
3Month,12.48,1.6,2.24,39.35,7.36,0,0,3.84,4.48,0,0,14.4,2.56,0,2.24,0.96,11.52,1.6,9.28,4.8,0,0.96,0.96,11.84,78.07,7.04,2.56,0,5.12,1.28,20.48,7.36,0,0,2.88,2.24,2.56,0.64
22Month,0.55,3.83,0.55,38.27,10.39,0,0.55,1.64,3.83,3.28,0,37.72,2.19,0.55,4.92,0.55,7.65,3.83,17.49,0.55,4.92,1.09,0,12.57,85.28,1.64,2.19,0.55,3.28,0.55,18.04,34.99,1.09,0,5.47,0,0,3.83
