stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,0,0,44.95,0,0,0,0,0,0,0,0,0,0,0,0,57.21,20.43,61.3,0,0,0,0,24.52,187.97,0,0,12.26,0,0,0,0,0,0,0,0
72hpf,4.28,1.07,0,21.4,2.14,3.21,0,0,0,0,0,0,0,0,1.07,7.49,80.23,2.14,13.91,0,2.14,1.07,0,116.61,44.93,0,0,13.91,0,0,1.07,1.07,2.14,0,0,0
21Day,0,0,0,45.51,0,1.34,0,4.02,0,1.34,0,1.34,0,2.68,1.34,0,6.69,0,18.74,0,0,1.34,0,25.43,6.69,1.34,0,2.68,0,0,4.02,4.02,0,0,0,2.68
3Month,0,1.28,0.96,35.51,0.32,0,0.32,0.64,1.92,2.88,0,24,0.64,0.32,10.56,2.88,11.52,1.92,5.12,0.96,0,5.76,0.32,0.96,0.32,0.64,0.32,0.32,1.6,14.08,0,0,0,3.84,0.32,1.28
22Month,0,0.55,0.55,9.29,0,0,0.55,0.55,0.55,3.83,2.73,54.12,1.64,2.19,7.11,0,2.73,5.47,2.73,0.55,1.09,4.92,0,0,0,0,0.55,0.55,0,3.83,0,0,0,0.55,0,1.64
