stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,0,12.26,0,0,0,0,4.09,98.07,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,3.21,0,6.42,1.07,1.07,0,0,0,0,0,0,0,1.07,0,1.07,9.63,1.07,8.56,0,0,1.07,0,649.36,19.26,3.21,5.35,13.91,0,0,9.63,1.07,1.07,1.07,0,0,0
21Day,1.34,0,0,1.34,0,13.39,1.34,0,0,1.34,0,0,0,1.34,0,0,8.03,1.34,8.03,0,0,1.34,0,269.05,5.35,0,8.03,2.68,12.05,0,2.68,0,2.68,0,0,0,1.34
3Month,0,0.32,0.32,10.88,0,0,0,0.32,0.64,1.6,0.32,11.84,2.56,0.32,4.16,0.96,1.92,1.92,7.36,1.28,0,0.64,0.96,8.32,0.96,4.48,2.24,0.32,2.24,166.37,3.2,0,0,0,0.96,10.56,2.56
22Month,0,1.64,0.55,2.73,0.55,0,0,0,1.09,3.28,6.01,23.51,0.55,2.19,1.64,0.55,0,4.37,6.56,0,0.55,0,0,12.03,2.19,4.37,1.64,1.64,0.55,21.87,2.19,0,0,0,0,0,1.09
