stage,Endothelial_cell,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Oligodendrocyte,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,40.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,0,1.07,0,0,0,0,0,4.28,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0
21Day,0,1.34,0,1.34,8.03,0,1.34,4.02,0,1.34,26.77,0,0,0,0,0,2.68,0,0,0,0,0,1.34,0,0,9.37
3Month,0,3.52,0.32,0,27.2,2.24,57.27,0,1.28,0.96,40.63,0.96,0,0,0.32,0.64,0.32,0,0,0.32,0.64,0,0,0.64,0.32,22.72
22Month,1.64,2.19,4.37,0,438.42,9.29,28.43,0.55,0,0.55,328.54,1.64,0.55,1.09,1.09,0,0.55,1.09,0.55,0,0,0.55,0,0,0,6.56
