stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,4.09,0,0,0,0,0,16.35,32.69,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,3.21,1.07,0,0,0,0,0,92,18.19,0,0,0,16.05,0,0,5.35,0,4.28,0,0,0
21Day,16.06,0,2.68,21.42,0,6.69,0,1.34,0,595.65,0,0,0,0,66.93,2.68,1.34,13.39,1.34,20.08,0,0,0,0,53.54,17.4,1.34,0,0,10.71,1.34,0,4.02,5.35,0,0,0,2.68
3Month,0,0.32,0.32,4.16,0.32,0,0,0,0.64,87.35,0,0,8.64,2.24,0,1.92,0,3.84,5.12,6.4,3.84,0,0,0.64,1.28,0,0,1.28,0,0.32,10.88,2.88,0,0,0,0.32,1.92,0.64
22Month,0.55,3.28,0,7.11,0,0,0.55,0,1.64,1185.69,0.55,0,46.47,43.73,0.55,9.29,0,1.64,17.49,9.84,0.55,2.19,1.09,0.55,1.64,0,0,2.19,0.55,0,8.75,9.29,3.28,0,0,0,0,2.73
