stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,32.69,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,2.14,0,2.14,1.07,6.42,0,0,0,0,0,0,0,0,1.07,5.35,1.07,7.49,0,0,0,0,833.37,34.23,3.21,2.14,6.42,0,0,3.21,0,1.07,0,0,0,0
21Day,5.35,0,0,13.39,0,9.37,0,1.34,0,0,0,0,1.34,2.68,0,1.34,1.34,13.39,0,0,1.34,0,215.5,9.37,1.34,0,4.02,5.35,1.34,1.34,2.68,4.02,2.68,0,0,2.68
3Month,0,0,0,0.64,0,0,0,0,0.32,0,1.28,0.64,0,0,0,0,0.32,0.32,0.32,0,0,0.64,0.32,0,0,0,0.32,0,0.64,0,0,0,0,0.32,0.32,0
22Month,0,1.09,0.55,1.64,0,0,0.55,0,4.92,0.55,38.81,0.55,1.09,2.19,0,0.55,0.55,3.28,0,0.55,1.09,0.55,3.83,0,2.73,0,0,0,2.19,1.09,0.55,0,0.55,0,0,2.19
