stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,0,0,4.09,85.81,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,1.07,1.07,2.14,0,0,0,0,0,0,0,0,0,0,3.21,0,6.42,1.07,0,97.35,26.74,1.07,0,7.49,0,0,1.07,0,0,0,0,0
21Day,1.34,1.34,0,16.06,0,6.69,0,6.69,0,2.68,0,0,0,6.69,0,1.34,0,0,10.71,0,0,34.8,6.69,0,0,2.68,2.68,0,2.68,1.34,1.34,0,0,2.68
3Month,0,0,0,2.88,0,0,0,0,1.6,0,0,2.56,0.32,0,0.96,0.64,1.28,0.64,1.28,0,0.64,0,0,0,0,0,0.64,6.72,0.32,0,0,0.64,0.96,0.32
22Month,0,1.64,0.55,2.19,0,0,0.55,0.55,0,0.55,0.55,19.13,1.09,0.55,1.09,0,0,0.55,2.73,0,0,0,0,0,0.55,0,0,0.55,0,0,0.55,0,0,0.55
