stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,8.17,0,32.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43,40.86,0,0,0,16.35,404.55,0,0,0,8.17,0,0,0,0,0,0,0,0
72hpf,6.42,3.21,0,9.63,0,9.63,0,0,0,0,0,0,0,0,1.07,0,8.56,14.98,3.21,21.4,0,0,0,218.24,82.37,2.14,2.14,0,25.67,0,0,24.61,1.07,3.21,0,0,0
21Day,9.37,0,0,123.15,0,48.19,0,9.37,0,0,0,0,2.68,1.34,13.39,6.69,5.35,99.05,4.02,48.19,0,0,8.03,66.93,32.12,2.68,1.34,0,10.71,5.35,0,13.39,5.35,6.69,0,0,16.06
3Month,0.96,7.68,2.56,55.67,0.96,0,0.64,0.32,0.32,22.08,13.12,0,41.91,10.24,0.64,26.24,2.24,12.8,17.28,21.12,6.72,0,7.68,4.16,0.64,3.52,1.92,0,2.56,1.6,10.24,1.28,0,0,14.08,2.24,21.12
22Month,0,6.01,2.73,7.11,0,0,2.19,0.55,0,7.11,20.23,2.19,95.66,8.2,3.83,13.12,1.64,1.64,12.03,14.21,1.64,0.55,4.37,0.55,0,1.64,0.55,0.55,1.09,0,3.28,1.64,0,0,2.73,0,7.65
