stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,8.17,4.09,478.11,0,0,0,0,8.17,151.2,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,3.21,3.21,0,0,0,0,0,0,0,0,0,0,4.28,0,5.35,0,1.07,1.07,0,147.63,6.42,0,0,0,5.35,0,0,1.07,0,0,1.07,0,0,0
21Day,1.34,0,0,1.34,0,0,0,0,0,0,0,1.34,0,2.68,0,0,0,5.35,0,0,0,0,64.25,5.35,1.34,0,0,2.68,2.68,0,2.68,0,0,0,0,0,0
3Month,0.64,1.28,0.32,43.19,1.92,0.64,0.32,1.28,1.6,0.32,4.8,1.28,0,3.2,1.6,16.32,1.92,16,5.12,0,0,0.64,4.16,0.64,1.28,0.96,0,0.32,1.6,0.32,134.06,1.92,0.32,0.32,0.64,16.96,0.64
22Month,0,2.73,2.19,21.32,1.09,0.55,0,1.09,3.83,8.75,44.83,3.28,3.28,6.56,0,9.84,4.37,29.52,1.64,2.19,0.55,0,8.2,0.55,3.28,0.55,231.23,0.55,0,0,56.31,9.29,1.09,0,0.55,0.55,1.09
