stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,8.17,4.09,24.52,0,0,0,0,16.35,220.67,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,5.35,7.49,0,1.07,0,0,0,0,0,0,1.07,0,3.21,5.35,1.07,19.26,0,0,0,0,24.61,66.33,0,0,10.7,3.21,0,0,1.07,0,0,0,0,0
21Day,9.37,1.34,0,21.42,12.05,0,10.71,0,1.34,1.34,0,1.34,0,6.69,1.34,1.34,4.02,5.35,25.43,0,0,0,0,12.05,16.06,0,0,9.37,0,0,1.34,0,1.34,1.34,0,0,9.37
3Month,0,0.96,0.32,40.95,0,0.96,0.64,0.32,2.56,6.08,0,31.99,6.08,2.56,6.08,1.6,15.36,8.64,3.84,0.96,0.32,0.96,1.6,0.64,0,0.32,0.32,0,0.96,16,0.64,0,0,0,3.52,4.8,6.72
22Month,0.55,2.19,0.55,6.56,0,1.09,0.55,0,0.55,6.01,1.09,73.25,2.73,2.73,7.65,0,3.83,6.01,3.28,0.55,1.64,1.64,0.55,1.09,1.09,1.64,1.64,0.55,2.73,3.83,0,0.55,0,0,1.09,0,2.73
