stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,32.69,0,0,0,0,16.35,77.64,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,6.42,0,0,2.14,0,1.07,0,1.07,0,0,0,0,1.07,0,4.28,0,4.28,2.14,0,10.7,0,3.21,0,3.21,23.54,54.56,0,0,0,6.42,0,0,1.07,1.07,0,0,0,0
21Day,33.46,1.34,0,9.37,0,4.02,0,17.4,0,0,0,0,14.72,0,12.05,0,1.34,8.03,1.34,44.17,0,0,2.68,0,38.82,42.83,1.34,1.34,0,14.72,2.68,0,5.35,0,2.68,0,0,0
3Month,0.64,1.6,5.44,25.6,0,0,6.08,3.2,12.8,6.72,0,0,1538.32,14.72,3.84,26.56,4.8,9.28,4.8,24.32,3.52,1.92,4.16,2.24,2.24,0.64,3.52,2.56,0,0.64,21.44,67.83,0.32,0,1.28,5.44,8,79.99
22Month,3.28,6.56,8.2,11.48,0.55,0,4.92,2.73,3.28,11.48,4.92,0,2805.43,2.19,13.12,18.04,1.09,1.64,12.57,64.51,2.19,60.68,6.01,0.55,4.37,2.73,6.01,2.19,4.37,0,3.83,34.44,2.19,2.19,0,2.19,0,24.05
