stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21,5.35,0,0,0,1.07,19.26,0,0,0,0,0,0,0,0
21Day,4.02,0,0,18.74,0,9.37,0,1.34,0,0,0,0,6.69,1.34,5.35,1.34,0,10.71,4.02,28.11,0,0,6.69,0,24.09,10.71,0,1.34,0,16.06,1558.05,0,1.34,2.68,4.02,5.35,0,0,1.34
3Month,0,1.92,3.52,27.52,0.96,0,0.64,0.32,0.32,9.92,8.64,0,60.47,15.36,0.32,18.56,4.16,10.24,10.24,12.8,2.88,0.64,7.68,2.24,0.64,0.64,1.6,1.28,0,0,5088.15,11.84,10.88,0.96,0,0,2.56,13.44,6.72
22Month,0,0.55,0.55,4.92,0,0,2.19,0,0,2.73,6.01,85.82,41.55,2.19,0,6.56,0.55,0.55,3.28,3.83,0,0,0.55,0,0,0,0,0.55,1.64,0,1927.5,0,2.19,1.09,0.55,0,0.55,0,6.01
