stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,2.14,0,4.28,0,0,0,0,7.49,7.49,0,0,0,4.28,0,0,0,0,0,1.07
21Day,1.34,0,0,8.03,0,1.34,0,0,0,0,0,0,1.34,1.34,0,0,0,1.34,1.34,0,0,0,0,0,6.69,4.02,0,0,0,0,0,0,0,0,0,1.34
3Month,0,1.6,0.32,23.36,0,0,1.28,0.64,0,2.24,5.76,0,47.03,5.12,2.24,14.72,1.92,6.72,4.16,6.72,2.56,0,1.28,0.96,0.96,0.32,0.64,0,0,0.32,3.52,6.08,0,1.28,0.96,2.88
22Month,0,10.39,1.64,20.77,0,0,2.19,0.55,0.55,3.83,21.87,4.92,352.59,8.75,4.37,27.88,0.55,1.64,14.21,25.69,1.64,9.29,3.28,0.55,0,0,2.19,1.64,1.64,0,1.09,1.09,1.64,1.09,0,6.56
