stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,81.73,4.09,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.51,0,0,0,0,12.26,514.89,8.17,0,32.69,0,0,4.09,0,0,0,0,0
72hpf,4.28,6.42,0,2.14,1.07,3.21,0,1.07,0,0,0,0,0,0,0,1.07,4.28,0,20.33,0,0,2.14,0,120.89,35.3,0,0,12.84,0,0,7.49,0,2.14,0,0,0
21Day,1.34,1.34,0,4.02,0,2.68,0,0,0,0,1.34,0,0,1.34,1.34,1.34,0,2.68,32.12,0,0,12.05,0,37.48,16.06,0,1.34,6.69,0,1.34,5.35,1.34,1.34,1.34,0,4.02
3Month,1.92,20.16,0.64,11.52,0,0,0.32,0.32,2.56,3.84,0.32,16.96,3.84,1.92,3.2,0.96,3.2,2.88,25.6,1.6,0,36.79,1.28,2.56,1.92,4.8,0.32,0.32,2.56,87.03,2.88,0,1.92,94.07,11.84,28.48
22Month,1.09,27.88,1.09,4.92,0,0,1.09,1.09,2.19,7.65,52.48,63.41,2.19,2.73,8.75,1.64,1.64,7.11,27.33,0.55,1.09,13.12,0,5.47,1.64,16.4,1.64,0,1.09,48.11,29.52,12.57,0,11.48,0,46.47
