stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,12.26,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,36.78,0,0,0,12.26,20.43,0,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,5.35,2.14,7.49,2.14,4.28,0,0,0,0,0,0,0,0,0,1.07,8.56,1.07,68.47,0,0,0,510.29,75.96,3.21,1.07,0,86.65,0,0,6.42,12.84,2.14,16.05,0,0,0
21Day,8.03,1.34,10.71,0,13.39,0,1.34,0,0,0,0,0,1.34,4.02,0,8.03,1.34,82.99,0,1.34,0,236.92,14.72,4.02,0,0,66.93,6.69,0,5.35,12.05,26.77,0,0,0,8.03
3Month,0.32,3.2,5.12,0.32,0,0,0.32,0.64,3.84,0.96,2.88,0.64,0,1.6,0.32,6.4,1.92,48.31,15.04,2.88,0.32,3.84,0.96,2.24,2.56,0,2.24,0.64,4.16,0.64,0,0,0,0.96,27.2,2.88
22Month,0.55,4.37,2.73,0,0,0.55,0,0,1.09,0.55,16.4,0.55,2.19,1.64,0.55,2.19,2.19,46.47,0.55,2.73,0,3.83,0,2.73,1.09,0.55,3.28,0,2.19,5.47,1.09,0.55,0,0,0.55,6.01
