stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,16.35,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21,40.65,1.07,4.28,0,2.14,1.07,0,6.42,12.84,0,0,4.28,0,0,0,0,0,0
21Day,1.34,0,0,13.39,0,0,1.34,0,0,0,0,0,0,1.34,0,1.34,10.71,4.02,6.69,0,0,0,0,1.34,5.35,0,0,5.35,0,0,0,1.34,0,2.68
3Month,0,0.96,2.88,91.51,0.32,0.96,1.28,0,8.64,9.92,0.32,27.52,8,0.32,47.67,2.56,16.32,26.88,16.32,4.8,0,2.88,4.16,0.64,0.96,1.92,0.64,0,2.24,13.44,0.64,2.24,2.24,28.16
22Month,0,1.64,6.56,22.41,0,0,0,1.09,6.01,7.65,2.19,56.85,1.64,2.19,127.92,0,2.19,7.11,7.11,0,3.28,1.09,0,0,0,2.19,1.09,0,0,3.28,0,0.55,0,4.92
