stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,1.07,0,2.14,0,0,0,0,13.91,2.14,0,0,0,2.14,0,0,0,0,0,0,0,0
21Day,1.34,0,17.4,1.34,0,1.34,0,0,1.34,5.35,0,2.68,1.34,1.34,17.4,2.68,5.35,1.34,6.69,0,0,1.34,0,8.03,0,0,0,0,1.34,1.34,0,0,2.68,0,1.34,0,1.34
3Month,1.28,4.48,178.53,42.55,0.32,0,4.8,0.32,31.99,16.64,0,55.03,16.64,1.28,2137.26,4.8,11.52,10.88,15.04,2.88,0,6.4,8,0.96,0,5.44,2.88,0,0.64,14.4,0.32,14.4,0.32,0.32,5.44,9.6,13.76
22Month,0.55,5.47,104.96,15.31,0,0,1.09,0,27.33,9.84,4.92,70.52,2.19,1.09,1747.11,0,0.55,6.56,11.48,0,8.2,2.73,0.55,1.09,0.55,4.37,3.28,1.64,0.55,2.19,0,3.28,2.19,0.55,0.55,0,1.64
