stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,0,36.78,4.09,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,16.35,32.69,65.38,0,0,0,0,44.95,600.7,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,17.12,3.21,0,8.56,2.14,10.7,0,0,0,0,0,0,0,0,0,2.14,0,12.84,21.4,3.21,19.26,0,7.49,1.07,0,101.63,121.96,1.07,0,0,9.63,4.28,0,9.63,0,3.21,0,0,0
21Day,17.4,4.02,0,56.22,2.68,49.53,0,34.8,0,0,2.68,0,0,6.69,0,17.4,9.37,9.37,16.06,13.39,37.48,1.34,1.34,6.69,1.34,36.14,48.19,1.34,0,0,24.09,9.37,4.02,9.37,0,1.34,0,0,8.03
3Month,0.64,8.96,5.12,77.43,1.28,0,6.4,2.88,0.32,9.28,16,0.32,0,473.21,20.48,4.48,68.47,9.28,21.76,24.64,26.56,5.12,0.64,6.08,7.68,3.84,2.88,2.56,3.2,0,1.6,11.84,167.97,1.92,0.32,0.96,7.36,16.96,17.28
22Month,1.64,19.68,7.65,38.81,0.55,0,4.92,2.19,0,6.01,38.27,21.87,0,708.46,9.29,19.68,86.37,5.47,6.56,45.37,25.69,0,16.4,3.83,1.64,1.09,1.64,2.19,0.55,6.56,0,1.64,49.2,0,1.64,0.55,0.55,0,7.11
