stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,8.17,4.09,0,0,0,0,0,0,0,0,16.35,0,0,8.17,0,0,0,0,0,220.67,0,0,4.09,0,0,0,0,0,0
72hpf,1.07,0,3.21,5.35,0,0,0,0,0,0,0,0,1.07,1.07,0,2.14,0,0,0,0,14.98,18.19,0,0,1.07,0,0,7.49,0,0,0
21Day,0,1.34,0,1.34,1.34,0,0,0,0,0,0,0,0,1.34,0,1.34,0,0,1.34,0,1.34,8.03,0,0,1.34,0,0,2.68,2.68,0,0
3Month,0,0.32,33.91,1.28,0,0.64,2.24,0,5.12,0.32,0,1.6,9.92,3.52,1.92,3.52,0.64,0,0,0.64,3.84,0.96,4.48,0,0.64,0.32,39.67,0.96,0.32,55.35,0.96
22Month,0,0,7.11,0.55,0,0.55,1.09,4.37,4.92,0,0.55,0.55,0.55,0.55,0,2.19,0,0.55,1.09,0,0.55,0,0,0.55,0,0,1.64,2.19,0,0,0
