stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,24.52,0,0,0,0,0,0,36.78,0,0,0,0,0,4.09,4.09,0,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,36.37,1.07,0,0,1.07,0,0,0,0,0,0,0,21.4,8.56,8.56,2.14,0,1.07,0,0,50.28,3.21,0,0,2.14,0,0,1.07,0,2.14,0,0,0
21Day,8.03,0,0,99.05,1.34,0,4.02,10.71,0,0,0,1.34,0,1.34,2.68,1.34,4.02,4.02,17.4,0,0,4.02,0,29.45,2.68,1.34,1.34,6.69,0,0,0,1.34,0,0,0,0
3Month,0.32,1.28,1.28,159.97,0,0.32,0,171.17,3.2,0,0,11.52,3.52,0.32,11.84,34.87,9.28,15.68,1.28,0.32,0.64,1.92,0.64,42.55,0,1.92,1.6,0.32,0.32,27.52,0.32,0,0.32,1.28,4.8,1.92
22Month,0,2.19,12.57,91.84,0,0.55,0,136.12,3.28,1.09,0,25.69,0.55,0.55,48.65,15.85,3.83,69.97,2.19,0,0.55,1.64,0,30.61,0,3.83,0.55,0,1.64,6.56,0,0,0.55,0,0,1.09
