stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,85.81,4.09,0,138.94,4.09,8.17,0,0,0,0,0,4.09,0,0,0,0,4.09,4.09,20.43,204.32,0,0,0,4.09,53.12,2112.67,0,0,16.35,0,0,0,0,0,12.26,0,0,0
72hpf,10.7,5.35,0,20.33,31.02,17.12,0,0,0,0,0,1.07,0,0,1.07,1.07,6.42,43.86,0,102.7,0,1.07,6.42,0,165.82,296.33,7.49,0,79.16,0,1.07,86.65,12.84,2.14,4.28,0,0,0
21Day,28.11,2.68,1.34,87,30.79,56.22,0,24.09,0,1.34,0,0,1.34,0,14.72,2.68,1.34,32.12,10.71,287.78,0,0,42.83,0,76.3,115.11,2.68,5.35,65.59,22.76,6.69,33.46,18.74,28.11,1.34,0,0,5.35
3Month,0.64,2.24,0.32,42.23,1.92,0,0.32,0.96,2.56,3.52,0.32,0,38.07,5.12,1.28,4.48,4.48,18.88,6.08,27.2,6.08,0,23.04,3.2,2.56,1.6,4.48,0.64,0.96,0.64,43.51,2.24,0.32,0.32,0.32,8.96,177.25,5.12
22Month,0.55,7.65,2.19,21.32,0,0,2.19,0.55,0.55,6.01,10.39,0,80.36,2.19,2.73,6.56,3.28,2.73,6.56,27.33,0,2.19,15.31,0.55,0.55,2.19,2.73,0,0.55,0.55,11.48,3.83,2.73,0,0.55,2.19,0,2.19
