stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,12.26,4.09,0,0,0,0,0,4.09,0,0,0,0,0,4.09,16.35,12.26,0,0,0,0,8.17,102.16,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,6.42,7.49,0,1.07,0,0,0,0,0,0,0,0,6.42,23.54,2.14,9.63,0,2.14,1.07,0,34.23,36.37,1.07,1.07,0,13.91,0,0,4.28,1.07,0,1.07,0,0,0
21Day,4.02,1.34,1.34,56.22,9.37,0,6.69,1.34,1.34,0,0,1.34,0,12.05,1.34,1.34,32.12,10.71,24.09,1.34,0,4.02,0,20.08,17.4,0,2.68,0,8.03,0,0,2.68,0,5.35,0,0,0,8.03
3Month,0,1.92,0.96,43.19,0,0.64,0.96,9.28,10.24,0,0,39.99,9.92,3.2,17.6,2.24,9.6,8.64,7.68,0.96,0,2.24,2.24,0.64,0.32,0.64,0.96,0,0,1.28,26.88,0.64,0,0,0.32,4.48,42.87,16
22Month,0,2.73,1.09,12.03,0,0.55,0.55,3.83,20.77,2.19,0,93.48,6.56,1.09,20.23,0.55,3.83,17.49,4.37,0,3.28,1.09,0,1.64,0,0.55,1.09,1.09,0,0.55,5.47,0.55,0.55,0,0,0,0,6.56
