stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,8.17,8.17,0,12.26,0,4.09,0,0,0,0,0,12.26,0,0,0,0,4.09,4.09,12.26,57.21,0,0,0,16.35,224.75,0,0,8.17,0,0,0,0,0,0,0,0
72hpf,12.84,1.07,0,6.42,0,2.14,0,1.07,0,0,0,0,0,0,0,0,14.98,26.74,2.14,24.61,6.42,1.07,0,89.86,75.96,0,1.07,17.12,2.14,0,5.35,1.07,1.07,1.07,0,0
21Day,30.79,0,1.34,80.31,2.68,18.74,0,17.4,1.34,1.34,0,0,4.02,2.68,26.77,5.35,5.35,24.09,14.72,85.67,0,5.35,0,32.12,36.14,1.34,1.34,28.11,6.69,1.34,9.37,1.34,4.02,0,0,14.72
3Month,0,0.64,0,5.76,0,0,0,0,1.6,0.32,0,0,12.16,0.96,0.32,3.52,0.32,1.28,2.24,2.88,0,0,1.28,0.32,0.32,0.32,0,0,1.28,14.08,0,0,0,0.32,0.96,2.24
22Month,0,1.64,0,3.28,0,0,0.55,1.09,0.55,6.01,1.64,0,32.25,0,2.19,1.64,0.55,1.09,1.64,2.19,0,0,0,0,0,0,0.55,0.55,0,1.09,0,0,0,0,0,1.64
