stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,8.17,0,155.28,4.09,0,0,0,0,0,0,0,28.6,4.09,0,0,0,65.38,81.73,4.09,8.17,0,0,0,4.09,4.09,228.84,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,14.98,3.21,0,186.14,67.4,7.49,0,2.14,0,0,0,0,0,0,0,0,0,288.84,307.03,2.14,14.98,0,43.86,0,10.7,124.1,113.4,22.47,0,0,21.4,18.19,5.35,7.49,1.07,1.07,0,0,0
21Day,5.35,4.02,8.03,518.01,17.4,10.71,0,2.68,0,9.37,1.34,0,0,18.74,1.34,10.71,12.05,70.94,211.49,17.4,24.09,0,0,14.72,1.34,53.54,52.2,9.37,4.02,0,4.02,21.42,12.05,6.69,1.34,4.02,0,0,2.68
3Month,1.6,7.68,34.55,705.81,2.24,0,5.12,0.32,0.32,178.53,8.96,0.64,0,870.26,14.72,0.64,468.41,70.07,43.51,28.48,17.92,6.08,1.28,118.06,52.15,30.72,2.24,42.87,2.24,0,0.96,17.92,64.95,0.96,0,0,7.68,23.68,11.52
22Month,0,8.75,83.09,654.35,3.28,0,4.92,0,0,221.4,16.4,66.15,0,3272.82,8.2,1.64,1068.71,35.53,31.71,27.33,20.23,1.64,63.41,90.2,1.64,26.79,1.09,48.65,3.83,29.52,0.55,4.92,84.73,4.92,5.47,0,1.64,0,7.11
