stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,44.95,0,0,0,0,0,0,0,0,0,0,0,4.09,53.12,93.99,0,0,4.09,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,12.84,0,1.07,0,0,0,0,0,0,0,0,0,13.91,8.56,2.14,1.07,0,0,0,0,2.14,1.07,0,0,0,0,0,0,0,0,0,0,0
21Day,1.34,0,0,115.11,1.34,0,0,1.34,0,0,0,2.68,34.8,16.06,0,17.4,12.05,32.12,4.02,0,0,0,0,2.68,2.68,0,1.34,5.35,2.68,0,0,0,0,0,0,1.34
3Month,0,1.92,1.28,280.92,0,0,2.24,0,55.99,37.43,0.96,28.16,1210.69,4.8,9.28,41.91,8,66.23,8.96,2.88,0,3.2,3.52,5.44,0,0.64,1.28,1.6,1.6,3.52,2.88,0.64,0.32,4.8,8.64,13.12
22Month,0.55,0.55,18.04,129.01,0,0,0,0.55,68.33,55.76,0.55,35.53,325.81,13.67,6.01,12.03,1.64,153.61,3.28,0,1.64,2.19,0,3.28,0.55,1.64,0.55,0,1.64,0,0,0,0.55,0,0,10.93
