stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,4.09,36.78,0,0,0,4.09,0,0,0,0,0,0,0
72hpf,0,0,0,2.14,2.14,0,0,0,0,0,0,0,0,0,0,5.35,1.07,4.28,0,0,0,0,21.4,3.21,0,0,0,0,0,0,1.07,0,0,0,0
21Day,2.68,0,0,5.35,5.35,0,0,0,0,0,0,0,1.34,0,0,4.02,4.02,4.02,0,0,1.34,1.34,12.05,1.34,0,1.34,0,0,2.68,0,0,0,0,0,0
3Month,0,3.84,1.6,39.35,0,0.64,0.64,7.36,5.76,0,31.36,3.84,1.28,21.44,3.84,9.28,6.08,9.92,2.24,0,2.56,3.2,2.88,0.32,3.84,2.24,0,0,0.96,10.56,0.32,0,3.84,45.11,5.12
22Month,0,2.19,4.37,15.85,0,0,0,1.64,12.03,12.03,92.93,4.37,2.19,24.6,1.09,3.28,8.75,9.29,0.55,3.28,1.64,0,1.64,0.55,2.73,8.2,0.55,0,0.55,3.83,0.55,1.09,0,1.09,3.28
