stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,8.17,0,16.35,0,0,0,0,0,0,0,0,0,0,0,16.35,24.52,12.26,16.35,0,0,0,0,0,73.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,1.07,0,13.91,7.49,136.93,0,0,0,1.07,0,0,0,1.07,0,1.07,49.21,2.14,14.98,0,2.14,0,0,113.4,44.93,1.07,0,0,22.47,0,0,0,7.49,3.21,0,1.07,0,0,0
21Day,0,0,1.34,25.43,8.03,179.36,0,8.03,0,2.68,0,4.02,1.34,21.42,6.69,0,13.39,8.03,20.08,0,0,1.34,1.34,21.42,18.74,1.34,2.68,0,8.03,5.35,0,0,2.68,2.68,2.68,0,0,0,18.74
3Month,0.32,5.12,1.28,76.79,1.6,0,4.8,2.56,26.24,19.84,0,212.13,39.35,2.24,35.83,8,26.24,22.72,21.44,5.44,0.64,11.2,8.64,3.52,0.96,8,2.24,0,1.28,4.8,0.32,19.84,0.96,0,0,0.64,4.48,105.58,36.15
22Month,0,1.64,2.73,21.87,2.19,0,1.09,1.09,13.12,25.15,16.95,298.47,9.29,6.01,47.01,0,5.47,16.95,9.84,0.55,4.37,3.28,0.55,0.55,1.64,9.84,2.19,1.64,0.55,1.64,0,3.83,2.19,0,0,0,1.09,0,12.03
