stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,32.69,0,0,0,0,16.35,0,4.09,0,0,0,0,0,12.26,0,563.92,0,0,0,0,4.09,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,11.77,0,4.28,1.07,0,2.14,0,17.12,0,0,0,5.35,0,2.14,2.14,97.35,1.07,0,0,0,4.28,1.07,3.21,0,0,3.21,0,0,0,1.07,0,0,12.84,0,0,0
21Day,1.34,9.37,1.34,60.23,8.03,0,8.03,0,64.25,0,2.68,18.74,135.19,1.34,5.35,12.05,180.7,5.35,0,0,17.4,0,17.4,8.03,0,0,1.34,18.74,0,0,0,2.68,1.34,9.37,0,0,187.39
3Month,0,10.24,0.32,53.43,0,0.64,1.92,4.16,191.33,0,14.72,141.42,12.48,6.72,7.68,7.04,176.29,6.72,1.92,0.32,73.59,24.64,1.6,0.32,1.28,0.96,0,2.88,0.64,9.28,0.32,0,0,0,2.56,6.08,193.57
22Month,0.55,14.21,1.09,25.15,0,1.64,0,2.73,243.26,3.28,45.37,102.77,14.21,8.75,0.55,1.09,183.68,6.56,0,1.64,36.08,1.09,0.55,0,1.64,0.55,0.55,1.64,0,0.55,0,1.09,0,0,0,0,89.65
