stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,28.6,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,0,433.16,0,0,0,0,12.26,102.16,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0
72hpf,124.1,13.91,0,39.58,6.42,55.63,0,1.07,0,0,1.07,0,0,0,0,0,5.35,84.51,7.49,6589.91,0,3.21,208.61,0,389.4,170.1,0,0,0,3342.03,5.35,0,0,31.02,1.07,2.14,19.26,0,0,0
21Day,409.59,30.79,10.71,152.59,5.35,195.43,0,26.77,0,2.68,16.06,4.02,17.4,1.34,30.79,26.77,12.05,115.11,44.17,12859.29,12.05,1.34,1247.51,0,274.4,89.68,2.68,5.35,0,2164.41,277.08,0,1.34,14.72,34.8,95.04,42.83,6.69,0,41.49
3Month,68.15,154.54,8.96,191.65,0.32,0,33.27,2.56,423.93,42.55,414.97,0.32,223,72.31,5.76,95.34,17.28,96.62,132.46,11842.6,2397.06,2.56,265.88,23.36,28.16,4.8,15.04,7.36,0,56.95,43.83,0.32,79.99,6.08,1.92,0,24.32,230.68,40.31,63.67
22Month,14.76,310.5,8.2,62.87,0,0,37.17,1.64,88.56,9.84,90.74,25.69,304.49,26.24,4.37,36.08,2.73,8.2,32.8,6612.88,162.36,12.57,179.3,1.64,22.96,1.64,8.2,10.39,3.28,16.4,2.73,0,30.61,14.21,6.56,0,2.73,14.21,0,13.67
