stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,4.28,0,0,0,0,0,0,0,0,0,0,0,0,3.21,9.63,1.07,1.07,0,1.07,0,0,9.63,1.07,0,0,0,3.21,0,0,1.07,0,0,0,0,0
21Day,6.69,0,1.34,40.16,1.34,2.68,0,1.34,0,0,2.68,0,0,0,6.69,0,2.68,32.12,8.03,16.06,0,0,4.02,0,9.37,4.02,1.34,0,0,5.35,2.68,0,0,1.34,0,0,0,4.02
3Month,2.24,23.36,21.44,349.38,1.6,0,4.48,3.52,0.32,99.18,155.82,0.96,267.8,128.62,20.16,327.31,35.83,79.35,134.38,61.75,11.2,0.32,50.55,24.64,9.28,1.92,19.84,4.16,0,0.64,9.6,16.32,1.6,0,1.6,40.63,13.44,209.25
22Month,1.64,153.61,25.69,270.59,4.37,0,2.73,3.28,2.73,78.72,154.7,85.28,680.04,61.77,35.53,416.55,12.03,36.08,167.28,100.58,2.73,8.2,47.56,4.37,3.28,2.19,31.16,4.92,1.09,1.09,6.56,3.28,7.11,0,0.55,21.32,0,146.5
