stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,4.09,0,0,0,0,4.09,106.25,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,9.63,0,2.14,0,2.14,0,0,0,0,0,0,0,0,0,2.14,0,0,17.12,0,3.21,0,0,8.56,18.19,0,0,0,3.21,0,0,4.28,0,1.07,0,0,0
21Day,0,8.03,0,8.03,0,2.68,0,1.34,0,0,0,1.34,0,1.34,1.34,2.68,0,4.02,18.74,0,0,6.69,0,5.35,8.03,0,1.34,0,10.71,1.34,0,2.68,0,0,0,0,4.02
3Month,0.32,29.44,1.92,51.19,1.92,0,1.28,0.64,18.88,3.52,0.64,355.14,4.16,0.32,44.15,2.88,3.2,1.92,27.84,3.2,0,2.24,2.56,1.6,0.32,1.92,2.56,0,0.32,6.72,23.04,1.28,0,0.96,110.38,3.2,2.56
22Month,0,53.03,7.65,45.37,0,0,2.19,0.55,7.11,3.28,16.95,1073.08,4.92,1.09,21.87,1.09,3.28,4.37,33.35,0.55,5.47,2.19,0,4.37,0,2.73,15.31,2.73,0.55,0,3.28,7.65,0.55,0,17.49,0,0.55
