stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,0,0,1.07,1.07,0,0,0,0,0,0,0,8.56,0,0,10.7,4.28,4.28,0,10.7,0,221.45,0,0,27.81,19.26,1.07,0,0,8.56,0,0,0,5.35,0,0,0,0,0,0
21Day,9.37,1.34,4.02,37.48,0,25.43,0,8.03,0,5.35,0,0,475.18,1.34,16.06,13.39,1.34,18.74,9.37,48.19,0,5.35,10.71,1.34,61.57,26.77,2.68,4.02,0,26.77,25.43,0,0,1.34,6.69,5.35,1.34,0,0,5.35
3Month,9.6,38.07,123.5,426.49,3.2,0,80.31,7.36,1.92,89.27,123.82,2.56,39014.62,158.37,12.16,488.24,84.47,138.22,95.98,185.25,33.59,34.87,96.94,87.35,22.08,6.4,27.2,42.23,0,9.28,488.24,1.6,88.63,16.32,0.64,0,1.28,79.67,57.91,107.5
22Month,19.68,80.9,69.97,184.77,2.19,0,175.48,4.92,1.09,32.8,147.05,32.8,64914.69,60.13,19.13,249.82,14.76,28.43,132.84,193.52,11.48,819.44,51.93,3.83,11.48,3.28,27.88,77.08,30.61,6.56,91.84,0,27.88,24.05,25.69,1.09,0,7.11,0,55.21
