stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,8.17,24.52,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,0,0,7.49,0,1.07,0,0,0,1.07,0,0,0,0,0,4.28,2.14,0,1.07,0,0,0,0,196.84,10.7,0,0,0,7.49,0,0,3.21,0,0,0,0,0
21Day,2.68,1.34,0,283.77,0,10.71,0,0,0,4.02,0,1.34,0,2.68,0,2.68,28.11,0,13.39,0,0,1.34,0,238.26,6.69,216.84,0,0,2.68,12.05,0,4.02,1.34,2.68,0,0,12.05
3Month,0.64,2.88,19.52,113.9,0,0,2.88,0.32,5.12,22.4,7.36,63.35,74.87,2.56,35.83,8.96,154.54,14.4,32.63,16.32,0,28.16,11.2,10.56,0.64,4405.38,17.6,0,1.92,18.56,53.43,23.68,5.12,0.32,17.28,299.79,22.4
22Month,2.19,8.2,0.55,23.51,3.28,0,1.09,0,3.83,6.01,2.19,123,0.55,1.64,36.08,0,29.52,7.11,17.49,10.39,1.64,1.64,0,6.01,0,2015.52,0.55,1.64,0.55,0,2.73,0.55,0,1.64,0,0,4.92
