stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,8.17,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,32.69,0,0,0,0,8.17,200.23,0,0,0,16.35,0,0,0,0,0,0,0,0
72hpf,5.35,2.14,0,8.56,3.21,1.07,0,0,0,0,0,0,0,0,0,2.14,6.42,0,20.33,0,2.14,0,0,32.09,46,0,0,0,5.35,2.14,0,5.35,0,0,0,0,0
21Day,5.35,0,0,9.37,0,9.37,0,2.68,0,0,0,0,0,6.69,6.69,2.68,5.35,0,12.05,0,0,0,0,6.69,5.35,0,4.02,0,6.69,1.34,0,1.34,1.34,0,0,0,1.34
3Month,0.32,2.24,0.64,17.28,0,0,0.96,0.32,1.6,2.88,0.32,42.23,1.92,0.96,13.76,2.56,7.36,6.4,6.08,0.96,0,0.32,1.92,0.64,0.64,1.28,0.64,0,1.28,1.28,60.15,1.28,0,0.32,2.88,18.56,2.56
22Month,0,1.09,0.55,5.47,0,0,0,0,1.64,2.19,2.19,49.75,2.19,0.55,9.84,0.55,0,4.37,3.83,0,1.09,0,0,0,0,0.55,0.55,0.55,0,0.55,3.83,0.55,0,0,0,0,0
