stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,6.42,0,0,0,0,0,0,0,0,0,0,3.21,105.91,1.07,1.07,0,0,0,0,6.42,5.35,0,0,0,1.07,0,0,0,0,0,0,0
21Day,0,0,0,41.49,0,0,1.34,0,1.34,0,0,0,2.68,1.34,0,20.08,0,2.68,0,1.34,0,0,1.34,0,0,0,0,1.34,2.68,0,0,0,0,0,2.68
3Month,0.32,1.28,4.16,141.74,0,0.64,0.64,8.64,6.08,0.32,30.4,8.64,1.28,53.75,6.72,17.6,9.6,2.88,1.92,0.32,1.6,3.2,0.32,0,1.6,0.96,0,0.32,0.64,7.36,0,0,3.2,0.96,16.64
22Month,0.55,9.84,10.39,44.28,0.55,0.55,0,13.67,31.71,4.37,116.44,13.67,13.12,119.17,3.83,8.2,21.87,19.13,0.55,2.73,6.01,0,1.09,0,7.11,1.09,0.55,1.09,1.09,4.37,1.64,0.55,2.73,0,17.49
