stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,44.95,20.43,0,85.81,0,0,0,0,0,0,0,0,0,0,0,12.26,12.26,36.78,167.54,0,0,0,0,93.99,2006.42,0,0,0,36.78,0,0,0,0,0,16.35,0,0,0
72hpf,43.86,23.54,0,43.86,11.77,10.7,0,0,0,0,0,0,0,16.05,0,44.93,22.47,4.28,140.14,0,9.63,5.35,0,535.97,323.08,3.21,1.07,0,109.12,4.28,1.07,46,5.35,1.07,22.47,0,0,0
21Day,115.11,10.71,4.02,157.95,13.39,76.3,0,85.67,1.34,5.35,0,6.69,0,60.23,6.69,16.06,28.11,37.48,372.11,0,0,30.79,1.34,230.23,279.75,9.37,2.68,0,279.75,34.8,4.02,32.12,4.02,18.74,5.35,0,0,14.72
3Month,0.32,0.64,0,3.52,0,0,0,0,0,0.32,0,7.36,0,0,1.92,0,1.92,0.32,1.92,0,0,0.64,0,0.64,0,0.32,0,0,0,0,5.76,0.32,0,0,0,0.32,1.28,7.36
22Month,0,6.01,1.64,14.76,1.09,0,1.09,4.92,2.73,7.65,5.47,98.94,3.28,14.21,21.32,0,3.83,15.85,29.52,1.09,3.83,2.19,0,3.83,0,6.56,3.83,0.55,1.09,1.09,26.24,3.83,0.55,0,1.09,0.55,0,5.47
