stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,12.26,0,0,0,0,0,4.09,0,0,0,0,0,0,0,4.09,0,24.52,0,0,0,4.09,257.44,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,0,0,16.05,2.14,2.14,0,0,0,0,0,1.07,1.07,0,0,0,6.42,16.05,1.07,68.47,0,1.07,0,33.16,64.19,1.07,1.07,43.86,0,0,14.98,0,0,1.07,0,0,0
21Day,14.72,0,0,12.05,2.68,1.34,0,1.34,1.34,0,0,0,0,0,1.34,0,0,10.71,0,74.96,0,9.37,0,17.4,20.08,0,0,9.37,5.35,1.34,13.39,1.34,4.02,0,0,0,0
3Month,0.96,0.64,0.32,9.6,2.56,0,0,0,0,3.52,0,0,5.44,11.84,0,1.6,0,4.16,7.36,13.76,8,2.88,0.64,1.28,0.32,0.64,0.32,0.32,0.32,3.52,0.64,0,0,0,7.36,0.64,3.52
22Month,0.55,0.55,1.64,6.01,0.55,0,0.55,0,0,7.11,0.55,0,19.68,2.19,0.55,2.19,0.55,2.73,4.92,10.93,1.09,3.83,0,1.64,0,0.55,0.55,0,0,2.73,0,0,0,0.55,0.55,0,1.09
