stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,32.69,0,0,0,16.35,396.38,0,0,4.09,0,0,0,0,0,4.09,0,0,0
72hpf,19.26,4.28,0,6.42,1.07,10.7,0,6.42,0,1.07,0,0,0,3.21,0,3.21,16.05,1.07,41.72,0,0,0,1205.65,201.12,6.42,8.56,17.12,0,0,37.44,2.14,1.07,2.14,0,0,0
21Day,14.72,0,0,10.71,8.03,14.72,0,8.03,0,1.34,0,5.35,4.02,21.42,0,1.34,2.68,1.34,68.27,0,10.71,0,377.47,131.18,2.68,6.69,17.4,9.37,0,37.48,4.02,17.4,1.34,0,0,5.35
3Month,0,0.64,1.28,7.36,0.64,0,0.64,2.24,0.32,6.4,0,4.48,4.8,4.16,3.52,1.6,1.6,8,21.44,4.8,1.92,0.32,17.28,2.56,8.96,5.76,1.28,1.6,92.15,2.56,0,0,0.64,1.6,12.16,9.28
22Month,0,2.73,0,9.29,1.09,0,0,1.64,0.55,10.93,4.92,22.96,4.37,13.67,1.64,0,1.64,9.29,42.64,2.19,4.92,0,24.05,1.64,8.75,20.23,0.55,0.55,49.2,8.75,1.64,0,0.55,0,0,5.47
