stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,0,0,44.95,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,4.09,4.09,0,0,0,0,36.78,212.49,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,8.56,0,0,21.4,1.07,2.14,0,0,0,0,0,0,0,0,1.07,0,4.28,17.12,2.14,13.91,0,0,0,0,123.03,60.98,0,1.07,14.98,0,0,0,34.23,0,0,0,0,0,0
21Day,12.05,0,0,44.17,4.02,1.34,0,4.02,0,6.69,0,0,0,2.68,12.05,0,2.68,12.05,9.37,24.09,0,0,1.34,0,100.39,33.46,0,4.02,18.74,2.68,0,0,17.4,1.34,4.02,2.68,1.34,0,4.02
3Month,0.32,0.64,0,38.39,0,0,0.32,0.32,0.96,90.23,0.32,0,24.64,52.47,0.96,8.96,2.24,18.88,52.79,8.64,0.64,0,0.96,2.24,3.84,0.32,0.96,5.76,0,1.92,0.96,51.19,1.28,0,0,0.32,2.88,5.12,4.16
22Month,1.64,5.47,1.09,28.43,0,0,2.73,1.09,0.55,333.46,13.67,0,167.82,49.2,3.83,20.23,1.09,10.39,96.76,19.68,0,2.19,1.09,0,6.56,1.64,1.09,10.93,0.55,1.09,0,7.11,3.28,0,0,0,0.55,1.09,7.11
