stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,12.26,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,8.17,12.26,20.43,0,0,0,0,16.35,187.97,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,5.35,4.28,0,9.63,2.14,5.35,0,1.07,0,0,0,0,0,0,0,2.14,0,10.7,16.05,1.07,22.47,0,3.21,1.07,1.07,22.47,24.61,1.07,0,20.33,0,0,4.28,0,1.07,0,0,0
21Day,14.72,2.68,5.35,58.9,0,14.72,0,10.71,0,1.34,5.35,0,0,2.68,0,5.35,4.02,4.02,21.42,2.68,32.12,0,0,6.69,0,14.72,13.39,0,1.34,16.06,6.69,1.34,5.35,2.68,4.02,0,0,0
3Month,0,4.8,1.92,32.63,0.32,0,0.32,0.64,0.32,4.8,9.6,0,0,95.02,4.48,0.96,19.84,4.16,6.08,10.56,7.36,2.56,0,4.16,2.88,1.6,0,0.64,0,0.32,1.28,17.6,0.32,0,0.32,1.92,4.8,3.2
22Month,0,5.47,1.64,7.65,0,0,0.55,1.09,0,2.73,12.57,2.73,0,172.2,1.09,3.83,30.07,1.09,1.64,18.04,5.47,0.55,1.09,2.19,0.55,0,0.55,1.64,2.19,0,1.09,8.75,2.19,0,0,0.55,0,1.64
