stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,8.56,1.07,3.21,0,0,0,0,0,0,0,0,2.14,7.49,1.07,9.63,0,0,0,0,5.35,3.21,0,1.07,0,8.56,0,0,4.28,0,0,0,0
21Day,5.35,0,0,223.54,0,1.34,0,0,0,0,2.68,0,2.68,0,2.68,136.53,0,9.37,0,0,4.02,0,5.35,6.69,0,0,0,12.05,0,0,0,2.68,0,0,4.02
3Month,0.32,0.32,0.96,511.28,0,0,0.96,1.6,4.16,0,172.13,5.44,0,4.48,1.6,61.75,6.08,4.8,1.6,0.96,0.64,0.64,1.6,0.32,0.64,0,0,0.96,3.2,4.48,0,0,5.12,3.2,3.52
22Month,0,1.64,0.55,68.88,0,0,2.73,0.55,12.03,6.01,1376.48,1.64,0,4.37,1.09,44.28,20.77,7.65,0.55,48.11,0,0.55,0,0.55,0.55,1.09,1.64,0,0.55,9.29,0.55,0,1.64,0,2.19
