stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8896.1,8.17,0,57.21,0,0,0,4.09,0,0,0,0,0,0,0,28.6,20.43,53.12,0,0,0,0,28.6,269.7,0,8.17,0,0,0,0,0,0,0
72hpf,1480.59,1.07,0,1.07,0,7.49,0,0,0,0,0,0,0,0,0,6.42,0,17.12,0,0,1.07,0,36.37,13.91,0,4.28,0,0,4.28,2.14,0,0,0
21Day,159.29,2.68,0,4.02,0,1.34,0,0,0,0,0,0,0,0,0,2.68,0,2.68,0,0,0,0,1.34,0,0,0,2.68,0,0,4.02,0,0,0
3Month,2.88,0.64,0,15.68,0.32,0,0,0,2.88,12.8,14.4,12.16,0.32,2.24,0.32,3.52,8,5.44,1.28,0,2.88,0.32,2.88,0,1.28,0,0.96,2.88,0,0,1.28,0.96,6.08
22Month,0,1.09,0.55,3.83,0,0,1.09,0,2.19,31.71,69.43,9.84,3.28,7.11,0,2.73,14.21,10.93,0.55,1.09,1.64,0,0,0,1.64,0,0,1.09,0,0,0,0,2.19
