stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,4.09,0,12.26,0,4.09,0,8.17,0,0,0,12.26,0,0,0,0,0,0,12.26,44.95,0,0,0,0,16.35,412.73,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,1.07,0,3.21,0,0,0,0,0,0,0,0,0,0,0,2.14,0,5.35,0,0,0,0,25.67,21.4,0,1.07,31.02,0,0,0,9.63,0,0,0,0
21Day,1.34,0,0,1.34,1.34,8.03,0,1.34,0,0,0,0,0,0,1.34,0,0,1.34,1.34,20.08,0,0,1.34,0,16.06,10.71,0,2.68,24.09,2.68,0,1.34,1.34,1.34,0,0,0
3Month,0.32,8.32,0.96,15.36,0,0,0.64,2.88,2.88,7.36,0,0,47.99,6.72,1.92,15.04,1.92,2.56,4.16,9.6,1.28,0.32,0.96,3.52,0.32,0.32,1.92,0,0.32,2.56,0.32,34.55,0.32,0,3.52,5.12,20.8
22Month,0,4.92,0,1.64,0,0,0.55,0.55,0,2.73,1.09,0,50.84,0,1.64,2.19,0.55,1.09,2.19,3.28,0,1.09,0,0,0,0.55,0,0,0.55,1.64,0,0,0.55,0,0.55,0,5.47
