stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,4.09,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,4.28,1.07,1.07,0,0,0,0,0,0,1.07,0,2.14,9.63,0,4.28,0,0,0,0,18.19,7.49,0,1.07,4.28,1.07,0,2.14,0,1.07,0,0,0
21Day,6.69,0,0,8.03,0,2.68,2.68,0,2.68,0,0,0,4.02,2.68,0,1.34,1.34,9.37,0,0,0,0,9.37,1.34,0,0,1.34,1.34,0,0,1.34,1.34,0,0,6.69
3Month,0.32,1.28,1.92,24.96,0,0,1.28,2.88,14.4,0,56.31,14.08,1.6,9.28,1.28,9.92,13.76,8.64,1.6,0,1.92,0.96,1.28,0,1.6,0.32,0.64,1.28,1.28,0,0,0,1.6,1.92,13.44
22Month,0,2.19,1.64,13.12,0,0,0.55,2.19,22.41,4.37,123.54,8.75,0.55,15.31,0.55,2.73,10.93,8.2,0,3.28,0.55,0,1.09,0,1.64,1.09,0,1.09,1.64,0,0,0,0,0,3.28
