stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,1.34,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69,0,0,0,0,0,0,2.68,2.68,0,0,0,0
3Month,2.56,11.52,6.08,92.79,0,2.88,0.32,12.48,24,0.64,99.18,31.99,1.6,51.51,8.64,33.27,26.24,26.88,8.32,0.32,11.84,9715.26,4.16,0.32,8.64,2.88,0.32,27.84,29.44,2.88,0.32,11.52,14.08,25.28
22Month,0,0.55,0.55,15.31,0,0,0,0.55,2.19,2.19,21.87,0,0,5.47,0,0,0,1.09,0,0.55,0,232.33,1.09,0,1.64,0.55,0,0.55,19.13,0,0,0,0,0
