stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16.35,4.09,0,0,0,0,0,0,0,0,0,0,8.17,4.09,8.17,36.78,0,0,0,0,8.17,245.18,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,7.49,2.14,3.21,0,0,0,1.07,0,0,0,0,0,4.28,18.19,1.07,12.84,0,2.14,1.07,1.07,66.33,39.58,1.07,0,13.91,1.07,0,2.14,1.07,0,0,0
21Day,12.05,4.02,0,40.16,1.34,5.35,0,4.02,0,1.34,0,1.34,2.68,9.37,0,2.68,12.05,1.34,41.49,0,0,4.02,0,49.53,32.12,2.68,0,16.06,6.69,0,2.68,1.34,0,0,6.69
3Month,0.64,1.6,0.64,9.28,0,0,0,0,1.28,4.8,0,15.36,2.56,0,5.44,0.32,3.52,1.92,5.12,0.96,0,0.64,0.32,0.64,0,0.64,0.64,0,0.96,6.4,0.32,0,1.6,1.6,4.8
22Month,0,2.73,0.55,10.39,0,0,1.64,0.55,1.09,10.39,6.01,173.84,3.83,2.19,7.65,1.09,2.19,5.47,9.84,0.55,3.83,1.09,0,0,0,1.09,1.09,0,0,0.55,1.64,0,0,0,2.19
