stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,870.4,110.33,0,817.28,16.35,20.43,0,32.69,0,0,8.17,0,204.32,0,0,4.09,4.09,220.67,367.78,711.03,1516.06,0,8.17,0,20.43,882.66,8994.18,0,0,0,102.16,0,0,0,0,0,61.3,0,0,0
72hpf,338.05,35.3,2.14,195.77,71.68,68.47,0,24.61,0,0,3.21,0,0,0,0,40.65,0,325.22,267.45,120.89,455.73,0,101.63,9.63,27.81,1510.55,1338.31,10.7,10.7,0,382.99,41.72,0,119.82,6.42,6.42,39.58,0,0,3.21
21Day,299.83,28.11,22.76,758.95,16.06,141.88,0,183.38,0,2.68,13.39,0,0,37.48,12.05,266.37,24.09,117.79,437.7,148.58,659.9,0,4.02,42.83,4.02,252.98,295.82,5.35,12.05,0,337.31,85.67,4.02,45.51,4.02,34.8,16.06,4.02,0,66.93
3Month,3.84,10.56,14.72,161.25,2.24,0,7.04,7.04,0.32,18.56,45.43,0.64,0,504.88,28.8,15.36,163.49,72.95,65.27,62.07,89.59,17.6,3.2,11.84,26.56,7.36,1.92,10.56,8,0,3.52,20.16,34.55,1.28,0,0,1.92,16.64,12.8,49.27
22Month,1.09,38.27,51.39,141.04,1.64,0,9.29,9.84,0,32.8,213.74,169.46,0,2984.19,23.51,55.21,269.5,22.41,21.32,223.58,121.9,2.73,139.94,23.51,2.73,11.48,2.19,21.87,20.23,9.84,4.92,4.37,5.47,3.28,3.28,0.55,2.19,4.92,0,28.97
