stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,8.17,0,183.89,0,0,0,0,0,0,0,4.09,0,0,0,0,8.17,20.43,138.94,16.35,0,0,0,0,0,98.07,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,0,2.14,0,49.21,3.21,2.14,0,1.07,0,5.35,0,0,0,0,2.14,0,13.91,156.19,10.7,4.28,0,4.28,0,0,64.19,16.05,1.07,0,0,22.47,0,0,0,2.14,0,0,0,0,0
21Day,14.72,1.34,1.34,346.68,1.34,20.08,0,8.03,0,36.14,0,0,5.35,24.09,64.25,1.34,29.45,298.49,44.17,28.11,0,0,5.35,0,57.56,9.37,5.35,0,0,100.39,14.72,0,10.71,8.03,1.34,8.03,0,0,64.25
3Month,1.28,2.56,0.64,94.07,0,0,0.96,0.96,9.92,162.21,0.32,0,46.39,250.52,4.16,27.84,14.72,33.59,31.99,12.48,2.88,0,4.16,1.6,0.32,0.32,4.8,0.32,0,0.32,1.28,0.32,57.27,0.64,0,0,4.48,19.2,64.63
22Month,2.19,1.09,3.83,69.43,0,0,6.01,2.19,5.47,436.23,7.11,0,171.65,149.24,16.4,48.65,6.01,14.76,78.72,10.39,0.55,7.65,4.92,0,3.83,0,6.56,2.73,0.55,1.09,2.19,0,18.04,0.55,0.55,0,0,0,27.88
